,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,1,,,2,,,3,,,4,,,5,,,6,,
,,,,,,BASE COST,,100%,SUBMISSION,, ANTARA ,,, TECHNOLGENT ,,, CHAN WAI ,,, BOND ,,, SGME ,,, DAGANG JATI ,,
ITEM,DESCRIPTION,,QTY, Rate , Total Amount , Rate , Total Amount ,, Rate , Total Amount , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.06,,From SSB-GB,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.06.01,,DB-GB,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.06.02,,DB-GB-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.07,,From SSB-GC,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.07.01,,DB-GC,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.07.02,,DB-GC-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.08,,From SSB-1A,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.08.01,,DB-1A,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.08.02,,DB-1A-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.09,,From SSB-1B,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.09.01,,DB-1B,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.09.02,,DB-1B-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.10,,From SSB-2A,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.10.01,,DB-2A,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.10.02,,DB-2A-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.11,,From SSB-2B,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.11.01,,DB-2B,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.11.02,,DB-2B-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.12,,From SSB-3A,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.12.01,,DB-3A,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.12.02,,DB-3A-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.13,,From SSB-3B,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.04.13.01,,DB-3A,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 4,777.00 "," 4,777.00 ",," 4,662.50 "," 4,662.50 ",," 4,778.00 "," 4,778.00 ",," 4,813.00 "," 4,813.00 ",,,,,,,
13.04.13.02,,DB-3A-MEZZ,1," 9,200.00 "," 9,200.00 "," 9,200.00 "," 9,200.00 ",,,," 2,821.00 "," 2,821.00 ",," 3,069.75 "," 3,069.75 ",," 2,824.00 "," 2,824.00 ",," 2,840.00 "," 2,840.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.05.00,,Calibration of relay for all MSB and Subswitchboards.,1,  ,  ,  ,  ,,,," 32,100.00 "," 32,100.00 ",," 60,000.00 "," 60,000.00 ",," 25,800.00 "," 25,800.00 ",," 40,250.00 "," 40,250.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.06.00,,Fireman Switch c/w Cabling for Item 13.00.00,1,  ,  ,  ,  ,,,," 20,000.00 "," 20,000.00 ",," 60,000.00 "," 60,000.00 ",," 32,000.00 "," 32,000.00 ",, 863.00 ," 12,082.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
13.07.00,,Any other works not included above for the efficient functioning of the system.(To be detailed by tenderer),,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,," 198,050.00 "," 198,050.00 ",,,,," 2,564.00 "," 69,228.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,"Total 13.00.00 To Be Carried Forward
To Summary of Tender Prices",,," 3,224,600.00 ",," 3,224,600.00 ",,, -   ,," 2,292,863.00 ",,," 3,291,584.25 ",,," 1,993,451.00 ",,," 2,538,702.00 ",,, -   ,,, -   ,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.00.00,,"SUBMAIN CABLE

To supply, deliver, unloading and installation of  submain cabling inclusive of tap off units/ trunking / conduit / junction box / cable tray / cable trunking /underground ducting, bracket, support, earth continuity termination and other accessories as per specification and drawings. ",,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.01.00,,ESSENTIAL SUBMAIN,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.01.01,,From Genset,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.01.01.01,,"From Genset 1 to AMF                                                          
2000A 4P TPN Aluminium FR Bus Duct (IP55)                Approximate length: 10m",10,  ,  ,  ,  ,,,," 3,456.90 "," 34,569.00 ",," 2,032.50 "," 20,325.00 ",," 2,311.00 "," 23,110.00 ",," 2,731.00 "," 27,310.00 ",,,,,,,
14.01.01.02,,"From Genset 2 to AMF                                                         
2000A 4P TPN Aluminium FR Bus Duct (IP55)                    Approximate length: 10m",10,  ,  ,  ,  ,,,," 3,456.90 "," 34,569.00 ",," 2,032.50 "," 20,325.00 ",," 2,311.00 "," 23,110.00 ",," 2,731.00 "," 27,310.00 ",,,,,,,
14.01.01.03,,"From AMF to EMSB-ASRS                                                          
3500A 4P TPN Aluminium FR Bus Duct (IP55)                   Approximate length: 20m",50,  ,  ,  ,  ,,,," 4,067.76 "," 203,388.00 ",," 2,527.50 "," 126,375.00 ",," 2,742.00 "," 137,100.00 ",," 2,548.00 "," 127,400.00 ",,,,,,,
14.01.01.01,,"From Genset 3 to AMF                                                          
2000A 4P TPN Aluminium FR Bus Duct (IP55)                Approximate length: 10m",10,  ,  ,  ,  ,,,," 3,456.90 "," 34,569.00 ",," 2,032.50 "," 20,325.00 ",," 2,311.00 "," 23,110.00 ",," 2,731.00 "," 27,310.00 ",,,,,,,
14.01.01.02,,"From Genset 4 to AMF                                                         
2000A 4P TPN Aluminium FR Bus Duct (IP55)                    Approximate length: 10m",10,  ,  ,  ,  ,,,," 3,456.90 "," 34,569.00 ",," 2,032.50 "," 20,325.00 ",," 2,311.00 "," 23,110.00 ",," 2,731.00 "," 27,310.00 ",,,,,,,
14.01.01.03,,"From AMF to EMSB-COLDROOM                                                       
5000A 4P TPN Aluminium FR Bus Duct (IP55)                   Approximate length: 20m",50,  ,  ,  ,  ,,,," 5,094.44 "," 254,722.00 ",," 3,597.50 "," 179,875.00 ",," 3,336.00 "," 166,800.00 ",," 4,811.00 "," 240,550.00 ",,,,,,,
14.01.01.01,,"From Genset 5 to AMF                                                          
2000A 4P TPN Aluminium FR Bus Duct (IP55)                Approximate length: 10m",10,  ,  ,  ,  ,,,," 3,456.90 "," 34,569.00 ",," 2,032.50 "," 20,325.00 ",," 2,311.00 "," 23,110.00 ",," 2,731.00 "," 27,310.00 ",,,,,,,
14.01.01.02,,"From Genset 2 to AMF                                                         
2000A 4P TPN Aluminium FR Bus Duct (IP55)                    Approximate length: 10m",10,  ,  ,  ,  ,,,," 3,456.90 "," 34,569.00 ",," 2,032.50 "," 20,325.00 ",," 2,311.00 "," 23,110.00 ",," 2,731.00 "," 27,310.00 ",,,,,,,
14.01.01.03,,"From AMF to EMSB-LANDLORD                                                         
2500A 4P TPN Aluminium FR Bus Duct (IP55)                   Approximate length: 50m",50,  ,  ,  ,  ,,,," 4,439.00 "," 221,950.00 ",," 2,082.50 "," 104,125.00 ",," 2,578.00 "," 128,900.00 ",," 2,379.00 "," 118,950.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.01.02,,From MSB,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.01.02.01,,"From MSB-LANDLORD to EMSB-LANDLORD                                                          
3 sets 4 x 1C 630mm≤ AL FR ECC on tray/metal trunking",10,  ,  ,  ,  ,,,, 960.00 ," 9,600.00 ",," 1,262.75 "," 12,627.50 ",," 3,402.00 "," 34,020.00 ",," 1,503.00 "," 15,030.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.02.00,,ASRS,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.02.01,,From EMSB-ASRS to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.02.01.01,,"Essential Cable Riser (Level G - Level 2)
4 sets 4 x 1C 600mm≤ AL FR + ECC on tray/metal trunking",180,  ,  ,  ,  ,,,," 1,280.00 "," 230,400.00 ",," 1,670.25 "," 300,645.00 ",," 4,360.00 "," 784,800.00 ",," 2,061.00 "," 370,980.00 ",,,,,,,
14.02.01.02,,"CP-ASRS
4 set 4 x 1C 600mm≤ AL FR + ECC on tray/metal trunking",140,  ,  ,  ,  ,,,," 1,280.00 "," 179,200.00 ",," 1,670.25 "," 233,835.00 ",," 4,360.00 "," 610,400.00 ",," 2,061.00 "," 288,540.00 ",,,,,,,
14.02.01.03,,"EDB-SERVER1-1
4 x 1C 150mm≤ AL FR + ECC on tray/metal trunking",210,  ,  ,  ,  ,,,, 152.00 ," 31,920.00 ",, 179.25 ," 37,642.50 ",, 260.00 ," 54,600.00 ",, 225.00 ," 47,250.00 ",,,,,,,
14.02.01.04,,"EDB-SERVER2-1
4 x 1C 50mm≤ AL FR + ECC on tray/metal trunking",185,  ,  ,  ,  ,,,, 116.00 ," 21,460.00 ",, 104.05 ," 19,249.25 ",, 87.00 ," 16,095.00 ",, 277.00 ," 51,245.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.02.02,,From EMSB-ASRS Cable Riser to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.02.02.01,,"EDB-ASRS-GF (400A TPN TOU)
4 x 1C 300mm≤ AL FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 208.00 ," 2,080.00 ",, 245.25 ," 2,452.50 ",, 540.00 ," 5,400.00 ",, 374.00 ," 3,740.00 ",,,,,,,
14.02.02.02,,"EDB-ASRS-1F (400A TPN TOU)
4 x 1C 300mm≤ AL FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 208.00 ," 2,080.00 ",, 245.25 ," 2,452.50 ",, 540.00 ," 5,400.00 ",, 374.00 ," 3,740.00 ",,,,,,,
14.02.02.03,,"EDB-ASRS-2F (400A TPN TOU)
4 x 1C 300mm≤ AL FR + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 208.00 ," 2,080.00 ",, 245.25 ," 2,452.50 ",, 540.00 ," 5,400.00 ",, 374.00 ," 3,740.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.00,,LANDLORD,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.01,,From MSB-LANDLORD to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.01.01,,"Cable Riser 1 (Level G - Level 3)
4 x 1C 95mm≤ AL XLPE/PVC + ECC on tray/metal trunking",145,  ,  ,  ,  ,,,, 108.00 ," 15,660.00 ",, 117.50 ," 17,037.50 ",, 165.00 ," 23,925.00 ",, 140.00 ," 20,300.00 ",,,,,,,
14.03.01.02,,"Cable Riser 2 (Level G - Level 3)
4 x 1C 95mm≤ AL XLPE/PVC + ECC on tray/metal trunking",220,  ,  ,  ,  ,,,, 108.00 ," 23,760.00 ",, 117.50 ," 25,850.00 ",, 165.00 ," 36,300.00 ",, 140.00 ," 30,800.00 ",,,,,,,
14.03.01.03,,"Cable Riser 3 (Level G - Level 3)
4 x 1C 95mm≤ AL XLPE/PVC + ECC on tray/metal trunking",70,  ,  ,  ,  ,,,, 108.00 ," 7,560.00 ",, 117.50 ," 8,225.00 ",, 165.00 ," 11,550.00 ",, 140.00 ," 9,800.00 ",,,,,,,
14.03.01.04,,"DB-CANTEEN
4 x 1C 35mm≤ CU XLPE/PVC + ECC on tray/metal trunking",190,  ,  ,  ,  ,,,, 160.00 ," 30,400.00 ",, 137.75 ," 26,172.50 ",, 134.00 ," 25,460.00 ",, 173.00 ," 32,870.00 ",,,,,,,
14.03.01.05,,"DB-MANAGEMENT
4 x 1C 35mm≤ CU XLPE/PVC + ECC on tray/metal trunking",200,  ,  ,  ,  ,,,, 160.00 ," 32,000.00 ",, 137.75 ," 27,550.00 ",, 134.00 ," 26,800.00 ",, 173.00 ," 34,600.00 ",,,,,,,
14.03.01.06,,"DB-EV
4 x 1C 150mm≤ AL XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",200,  ,  ,  ,  ,,,, 160.00 ," 32,000.00 ",, 156.25 ," 31,250.00 ",, 216.00 ," 43,200.00 ",, 269.00 ," 53,800.00 ",,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.02,,From MSB-LANDLORD Cable Riser 1 to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.02.01,,"DB-GF-1 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.02.02,,"DB-1F-1 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.02.03,,"DB-2F-1 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.02.04,,"DB-3F-1 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.03,,From MSB-LANDLORD Cable Riser 2 to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.03.01,,"DB-GF-2 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.03.02,,"DB-1F-2 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.03.03,,"DB-2F-2 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.03.04,,"DB-3F-2 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.04,,From MSB-LANDLORD Cable Riser 3 to,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.04.01,,"DB-GF-3 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.04.02,,"DB-1F-3 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.04.03,,"DB-2F-3 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
14.03.04.04,,"DB-3F-3 (30A TPN TOU)
4 x 1C 6mm≤ CU XLPE/PVC + ECC on cable tray/metal trunking c/w 400A TOU",10,  ,  ,  ,  ,,,, 96.00 , 960.00 ,, 58.00 , 580.00 ,, 36.00 , 360.00 ,, 56.00 , 560.00 ,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.05,,From EMSB-LANDLORD to ,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
,,,,  ,  ,  ,  ,,,,,,,,,,,,,,,,,,,,,
14.03.05.01,,"Cable Riser 1 (Level G - Level 3)
4 x 1C 150mm≤ AL FR + ECC on tray/metal trunking",145,  ,  ,  ,  ,,,, 152.00 ," 22,040.00 ",, 167.75 ," 24,323.75 ",, 260.00 ," 37,700.00 ",, 225.00 ," 32,625.00 ",,,,,,,
14.03.05.02,,"Cable Riser 2 (Level G - Level 3)
4 x 1C 240mm≤ AL FR + ECC on tray/metal trunking",220,  ,  ,  ,  ,,,, 188.00 ," 41,360.00 ",, 212.25 ," 46,695.00 ",, 415.00 ," 91,300.00 ",, 304.00 ," 66,880.00 ",,,,,,,
14.03.05.03,,"Cable Riser 3 (Level G - Level 3)
4 x 1C 70mm≤ AL FR + ECC on tray/metal trunking",70,  ,  ,  ,  ,,,, 124.00 ," 8,680.00 ",, 114.80 ," 8,036.00 ",, 122.00 ," 8,540.00 ",, 164.00 ," 11,480.00 ",,,,,,,
14.03.05.04,,"EDB-RAMP
4 x 1C 06mm≤ CU FR + ECC on tray/metal trunking",20,  ,  ,  ,  ,,,, 140.00 ," 2,800.00 ",, 69.50 ," 1,390.00 ",, 54.00 ," 1,080.00 ",, 65.00 ," 1,300.00 ",,,,,,,
14.03.05.05,,"EDB-M&E1
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",20,  ,  ,  ,  ,,,, 116.00 ," 2,320.00 ",, 86.00 ," 1,720.00 ",, 75.00 ," 1,500.00 ",, 87.00 ," 1,740.00 ",,,,,,,
14.03.05.06,,"FP-CL/02
4 x 1C 10mm≤ CU XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",100,  ,  ,  ,  ,,,, 144.00 ," 14,400.00 ",, 86.00 ," 8,600.00 ",, 55.00 ," 5,500.00 ",, 75.00 ," 7,500.00 ",,,,,,,
14.03.05.07,,"EDB-CONTROL
4 x 1C 06mm≤ CU FR + ECC on tray/metal trunking",110,  ,  ,  ,  ,,,, 140.00 ," 15,400.00 ",, 69.50 ," 7,645.00 ",, 54.00 ," 5,940.00 ",, 65.00 ," 7,150.00 ",,,,,,,
14.03.05.08,,"EDB-MDF
4 x 1C 16mm≤ CU FR + ECC on tray/metal trunking",210,  ,  ,  ,  ,,,, 140.00 ," 29,400.00 ",, 109.00 ," 22,890.00 ",, 88.00 ," 18,480.00 ",, 109.00 ," 22,890.00 ",,,,,,,
14.03.05.09,,"EDB-SERVER1-2
4 x 1C 185mm≤ AL FR + ECC on tray/metal trunking",210,  ,  ,  ,  ,,,, 168.00 ," 35,280.00 ",, 184.25 ," 38,692.50 ",, 320.00 ," 67,200.00 ",, 259.00 ," 54,390.00 ",,,,,,,
14.03.05.10,,"EDB-SERVER2-2
4 x 1C 50mm≤ CU FR + ECC on tray/metal trunking",185,  ,  ,  ,  ,,,, 232.00 ," 42,920.00 ",, 251.25 ," 46,481.25 ",, 248.00 ," 45,880.00 ",, 277.00 ," 51,245.00 ",,,,,,,
14.03.05.11,,"EDB-CONTROL
4 x 1C 06mm≤ CU FR + ECC on tray/metal trunking",110,  ,  ,  ,  ,,,, 140.00 ," 15,400.00 ",, 63.75 ," 7,012.50 ",, 88.00 ," 9,680.00 ",, 65.00 ," 7,150.00 ",,,,,,,
14.03.05.12,,"EDB-MDF
4 x 1C 16mm≤ CU FR + ECC on tray/metal trunking",210,  ,  ,  ,  ,,,, 140.00 ," 29,400.00 ",, 109.00 ," 22,890.00 ",, 88.00 ," 18,480.00 ",, 109.00 ," 22,890.00 ",,,,,,,
14.03.05.13,,"EDB-SERVER1-2
4 x 1C 185mm≤ AL FR + ECC on tray/metal trunking",210,  ,  ,  ,  ,,,, 168.00 ," 35,280.00 ",, 184.25 ," 38,692.50 ",, 320.00 ," 67,200.00 ",, 259.00 ," 54,390.00 ",,,,,,,
14.03.05.14,,"EDB-SERVER2-2
4 x 1C 50mm≤ CU FR + ECC on tray/metal trunking",185,  ,  ,  ,  ,,,, 232.00 ," 42,920.00 ",, 251.25 ," 46,481.25 ",, 248.00 ," 45,880.00 ",, 277.00 ," 51,245.00 ",,,,,,,
14.03.05.15,,"CP-CWP1
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",50,  ,  ,  ,  ,,,, 116.00 ," 5,800.00 ",, 86.00 ," 4,300.00 ",, 65.00 ," 3,250.00 ",, 87.00 ," 4,350.00 ",,,,,,,
14.03.05.16,,"CP-CWP2
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",185,  ,  ,  ,  ,,,, 116.00 ," 21,460.00 ",, 86.00 ," 15,910.00 ",, 65.00 ," 12,025.00 ",, 87.00 ," 16,095.00 ",,,,,,,
14.03.05.17,,"EDB-M&E2
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",120,  ,  ,  ,  ,,,, 116.00 ," 13,920.00 ",, 86.00 ," 10,320.00 ",, 65.00 ," 7,800.00 ",, 87.00 ," 10,440.00 ",,,,,,,
14.03.05.18,,"ESSB-LANDLORD
4 x 1C 150mm≤ AL XLPE/SWA/PVC + ECC on tray/metal trunking/in ducting",200,  ,  ,  ,  ,,,, 160.00 ," 32,000.00 ",, 156.25 ," 31,250.00 ",, 223.00 ," 44,600.00 ",, 269.00 ," 53,800.00 ",,,,,,,
14.03.05.19,,"MCC-CHILLER-1
2 SETS 4 x 1C 400mm≤ AL FR + ECC on tray/metal trunking",120,  ,  ,  ,  ,,,, 472.00 ," 56,640.00 ",, 619.75 ," 74,370.00 ",," 1,384.00 "," 166,080.00 ",, 851.00 ," 102,120.00 ",,,,,,,
14.03.05.20,,"MCC-CHILLER-2
2 SETS 4 x 1C 400mm≤ AL FR + ECC on tray/metal trunking",120,  ,  ,  ,  ,,,, 472.00 ," 56,640.00 ",, 619.75 ," 74,370.00 ",," 1,384.00 "," 166,080.00 ",, 851.00 ," 102,120.00 ",,,,,,,
14.03.05.21,,"FIRE LIFT 1
4 x 1C 10mm≤ CU FR + ECC on tray/metal trunking",145,  ,  ,  ,  ,,,, 116.00 ," 16,820.00 ",, 86.00 ," 12,470.00 ",, 65.00 ," 9,425.00 ",, 87.00 ," 12,615.00 ",,,,,,,
