ALP2 - FIRE - BOQ,,,,,,,,,,,,,
,,,,,,,,1,,,2,,
,,,,,,,, FITTERS ,,, ASIAMOST ,,
ITEM,,DESCRIPTION,,UNIT,QTY, RATE  , AMOUNT  , RATE  , AMOUNT  , REMARK , RATE  , AMOUNT  , REMARK 
,,,,,,,,,,,,  ,
,,,,,,,,,,,,  ,
02.07.00,,"SPRINKLER HEADS

TO SUPPLY AND INSTALL UL listed and FM approved sprinkler head c/w fittings as specified in the drawings and all other necessary accessories.",,,,,,,,,,  ,
,,,,,,,,,,,,  ,
02.07.01,,AV 1 - 6 (Office & Ramp Area),,,,,,,,,,  ,
02.07.01.01,,ESFR ~ K360 ~ 74∞C   K115 68deg C Upright,,Lot,1,,,," 1,914,750.00 ",,,  ,
02.07.01.02,,Upright ~ K80 ~ 68∞C  ,,Lot,1,,,," 74,520.00 ",," 67,020.00 "," 67,020.00 ",
02.07.01.03,,Pendent ~ K80 ~ 68∞C ,,Lot,1,,,, -   ,," 15,680.00 "," 15,680.00 ",
02.07.01.04,,Cutoff,,Lot,1,,,, -   ,,,  ,
02.07.02,,AV 7-11 (Warehouse - GF & GF Mezz),,,,,,,,,,  ,
02.07.02.01,,ESFR ~ K360 K240 ~ 74∞C   Dry Pendent,,Lot,1,,,," 1,914,750.00 ",," 179,740.00 "," 179,740.00 ",
02.07.02.02,,Upright ~ K80 ~ 68∞C  ,,Lot,1,,,," 74,520.00 ",, 560.00 , 560.00 ,
02.07.02.03,,Pendent ~ K80 ~ 68∞C ,,Lot,1,,,, -   ,,,  ,
02.07.02.04,,Cutoff,,Lot,1,,,, -   ,,,  ,
02.07.02,,AV 12-16 (Warehouse - 1F & 1F Mezz),,,,,,,,,,  ,
02.07.02.01,,ESFR ~ K360 K240 ~ 74∞C   Dry Pendent,,Lot,1,,,," 1,914,750.00 ",," 175,770.00 "," 175,770.00 ",
02.07.02.02,,Upright ~ K80 ~ 68∞C  ,,Lot,1,,,," 74,520.00 ",," 14,280.00 "," 14,280.00 ",
02.07.02.03,,Pendent ~ K80 ~ 68∞C ,,Lot,1,,,, -   ,,,  ,
02.07.02.04,,Cutoff,,Lot,1,,,, -   ,,,  ,
,,AV 17-21 (Warehouse - 2F & 2F Mezz),,,,,,,,,,  ,
02.07.02.01,,ESFR ~ K360 K240 ~ 74∞C   Dry Pendent,,Lot,1,,,," 1,914,750.00 ",,, Exclude ,
02.07.02.02,,Upright ~ K80 ~ 68∞C  ,,Lot,1,,,," 74,520.00 ",,, Exclude ,
02.07.02.03,,Pendent ~ K80 ~ 68∞C ,,Lot,1,,,, -   ,," 90,290.00 "," 90,290.00 ",
02.07.02.04,,Cutoff,,Lot,1,,,, -   ,,,  ,
,,AV 22-23 (Warehouse - 3F & 3F Mezz),,,,,,,,,,  ,
02.07.02.01,,ESFR ~ K360 K240 ~ 74∞C   Dry Pendent,,Lot,1,,,," 987,438.00 ",,,  ,
02.07.02.02,,Upright ~ K80 ~ 68∞C  ,,Lot,1,,,," 38,430.00 ",,,  ,
02.07.02.03,,Pendent ~ K80 ~ 68∞C ,,Lot,1,,,, -   ,,,  ,
